Country,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Belgium,99.527,70.878875,92.88283333,98.88270833,85.71525,77.3778,94.15266667,85.4915,92.19916667,97.386,90.175,56.33533333,60.73366667,61.7676,85.1846,83.6742,64.86875
